"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"FR","industrie","industrie:industrie","/ɛ.dy.ˈstʁi/","industry","/ˈɪn.də.stɹi/","Industrie","/ɪn.dʊ.ʃtʀiː/","hein distrait","/ɛ/ /di.ˈstʁɛ/","絵 土 酢 胃","/e/ /do/ /su/ /i/","椅 鬚 耜 寄","/i˨˩˦/ /ɕy˥˥/ /s˥˩/ /tɕi˥˩/","industry","industry","Industry","EH distracted","Picture Saturday vinegar stomach","Chair 鬚 SI send"
"FR","pensionnat","pensionnat:pensionnat","/pa.sjɔ.ˈna/","persona","/pəɹ.ˈsoʊ.nə/","Patrone","/pa.tʀoː.nə/","pension nain","/pa.ˈsjo/ /nɛ/","パ 旅 七","/pa/ /ɾjo/ /na/","芭 司 鵡 鈉","/pa˥˥/ /s˥˥/ /u˨˩˦/ /na˥˩/","boarding house","persona","Cartridge","Dwarf pension","PA travel 7","BASI 鵡 sodium Metaphosphate"
"FR","appuyer en écrasant","appuyer:appuyer en: écrasant:","/a.pɥi.ˈje/  ","eye peewee","/aɪ/ /ˈpi.ˌwi/","April je","/a.pʀiːl/ /jeː/","appui hier","/a.ˈpɥi/ /je/","彼 Ｐ 矢","/a/ /piː/ /ja/","嗄 筆 曆","/a˧˥/ /pi˨˩˦/ /li˥˩/","support overwriting","eye peewee","April ever","support yesterday","He P arrows","The velvety huskiness Pen 曆"
"FR","vésicule","vésicule:vésicule","/ve.zi.ˈkyl/","vehicle","/ˈvi.ɪ.kəl/","wenige","/veː.niː.ɡə/","véhicle","/veikl/","部 乳 拳","/be/ /t͡ɕi/ /keɴ/","膝 膝 貢","/ɕi˥˥/ /ɕi˥˥/ /kuŋ˥˩/","Gall","vehicle","a few","vehicle","Fist of the breasts","Knee knee 貢"
"FR","agissant","agissant:agissant","/a.ʒi.ˈsa/","Alissa","/ə.ˈlɪ.sə/","alias","/aː.liː.aːs/","avis sang","/a.ˈvi/ /sa/","彼 乳 差","/a/ /t͡ɕi/ /sa/","嗄 膝 卅","/a˧˥/ /ɕi˥˥/ /sa˥˩/","acting","Alissa","alias","Notice blood","His breasts difference","Lap came sputtering along 30"
"FR","se retrancher","se:se retrancher:retrancher","/sə/ /ʁə.tʁa.ˈʃe/","serenity","/sə.ˈɹɛ.nɪ.ti/","Teetasse","/teː.ə.ta.sə/","serein trachée","/sə.ˈʁɛ/ /tʁa.ˈʃe/","サー 女 田 死","/saː/ /d͡ʑo/ /ta/ /ʃi/","森 狐 咂 鯊","/sən˥˥/ /xu˧˥/ /tsa˥˥/ /ʂa˥˥/","hide","serenity","Tea Cup","serene trachea","Sir-woman field, death","Sam Fox savor shark"
"FR","circulation","circulation:circulation","/siʁ.ky.la.ˈsjo/","circulation","/ˌsɜɹ.kyə.ˈleɪ.ʃən/","Situation","/ziː.tuː.a.t͡sjoːn/","cirque ration","/siʁk/ /ʁa.ˈsjo/","線 木 矢 サー 夜","/seɴ/ /ki/ /ja/ /saː/ /jo/","司 鸚 鼓 蠟 耜 噢","/s˥˥/ /iŋ˥˥/ /ku˨˩˦/ /la˥˩/ /s˥˩/ /o˥˥/","traffic","circulation","Situation","Circus ration","Wood arrows Sir night","Division 鸚 drum 蠟 SI o"
"FR","administration","administration:administration","/ad.mi.ni.stʁa.ˈsjo/","administration","/æd.ˌmɪ.nə.ˈstɹeɪ.ʃən/","Amputation","/am.puː.ta.t͡sjoːn/","admettre station","/ad.ˈmɛtʁ/ /sta.ˈsjo/","彼 水 ニ 酢 彼 旅","/a/ /mi/ /ni/ /su/ /a/ /ɾjo/","鞍 米 蜺 司 咂 耜 噢","/an˥˥/ /mi˨˩˦/ /ni˧˥/ /s˥˥/ /tsa˥˥/ /s˥˩/ /o˥˥/","Administration","administration","Amputation","admit station","His water (d) vinegar his journey","Saddle-m Secretary savor cicada SI Oh"
"FR","témoigner","témoigner:témoigner","/te.mwa.ˈnje/","tamale","/tə.ˈmɑ.li/","Tomate","/toː.maː.tə/","témoin nier","/te.ˈmwɛ/ /nje/","手 ま にゃ","/te/ /ma/ /nja/","梯 媽 逆","/ti˥˥/ /ma˥˥/ /ni˥˩/","testify","tamale","Tomato","witness deny","Hands on!","Ladder 媽 inverse"
"FR","serrer plus fort","serrer:serrer plus:plus fort:fort","/sɛ.ˈʁe/ /ply/ /fɔʁ/","simplify","/ˈsɪm.plə.ˌfaɪ/","verblüffen","/fɛɐ.blyːf.fən/","serrer plupart","/sɛ.ˈʁe/ /ply.ˈpaʁ/","サー 夏 ペン 線","/saː/ /ɡe/ /peɴ/ /seɴ/","司 鶴 驢 蜂","/s˥˥/ /xɤ˥˩/ /ly˧˥/ /fəŋ˥˥/","tighten stronger","simplify","amaze","tighten most","Sir summer pen line","Secretary 鶴 驢 bee"
"FR","berlinois","berlinois:berlinois","/bɛʁ.li.ˈnwa/","Bellini","/bə.ˈli.ni/","Bett Linie","/bɛt/ /liː.niː/","Berlin noix","/bɛʁ.ˈlɛ/ /nwa/","便 水 にゃ","/beɴ/ /mi/ /nja/","餅 梨 鈉","/piŋ˨˩˦/ /li˧˥/ /na˥˩/","Berlin","Bellini","Bed line","Berlin nuts","Stool water in cats","Having a PEAR sodium"
"FR","giroflée des murailles","giroflée: des:des murailles:"," /de/ ","dew","/du/","der","/deːɐ/","don","/do/","で","/de/","梯","/ti˥˥/","Wallflower of the walls","dew","the","Don","In","Ladder"
"FR","ridicule","ridicule:ridicule","/ʁi.di.ˈkyl/","ridicule","/ˈɹɪ.dɪ.ˌkyul/","radikal","/ʀaː.diː.kaːl/","rideau culte","/ʁi.ˈdo/ /kylt/","柱 里 拳","/d͡ʑi/ /ɾi/ /keɴ/","膝 梯 貢","/ɕi˥˥/ /ti˥˥/ /kuŋ˥˩/","ridiculous","ridicule","radical","Rideau worship","Pillar-fist","Knee elevator 貢"
"FR","assyrien","assyrien:assyrien","/as.sɛ.ˈʁi/","ice semi","/aɪs/ /ˈsɛ.mi/","Allergie","/a.lɐ.ɡiː/","asthme Syrie","/asm/ /sɛ.ˈʁi/","彼 サー 乳","/a/ /saː/ /t͡ɕi/","嗄 司 色 戲","/a˧˥/ /s˥˥/ /sɤ˥˩/ /ɕi˥˩/","Assyrian","ice semi","Allergy","Asthma Syria","He Sir breasts","Velvety huskiness Division just takes the"
"FR","automate","automate:automate","/o.to.ˈmat/","ultimate","/ˈʌl.tə.mɪt/","Automat","/aʊ.toː.maːt/","eau tomate","/o/ /to.ˈmat/","弟 ま","/o.to/ /ma/","噢 土 榪 匙","/o˥˥/ /tu˨˩˦/ /ma˥˩/ /tʂ˧˥/","PLC","ultimate","Machine","water tomato","His brother.","Oh Ma key"
"FR","alligator","alligator:alligator","/a.li.ɡa.ˈtɔʁ/","alligator","/ˈæ.lɪ.ˌɡeɪ.təɹ/","Alligator","/a.liː.ɡaː.toːɐ/","allée castor","/a.ˈle/ /ka.ˈstɔʁ/","彼 水 が 手","/a/ /mi/ /ɡa/ /te/","嗄 梨 獺 衕","/a˧˥/ /li˧˥/ /ta˨˩˦/ /tuŋ˥˩/","Alligator","alligator","Alligator","Allee Beaver","His hands up water","The velvety huskiness PEAR 獺 diarrhoea"
"FR","récompenser","récompenser:récompenser","/ʁe.ko.pa.ˈse/","recompense","/ˈɹɛ.kəm.ˌpɛns/","Regenwasser","/ʀeː.ɡən.va.sɐ/","réponse pensée","/ʁe.ˈpos/ /pa.ˈse/","夏 戸 パ 背","/ɡe/ /ko/ /pa/ /se/","禾 鼓 芭 色","/xɤ˧˥/ /ku˨˩˦/ /pa˥˥/ /sɤ˥˩/","reward","recompense","Rain water","response thought","Summer house PA tall","Wo drum Pattaya"
"FR","inscription","inscription:inscription","/ɛ.skʁips.ˈjo/","inscription","/ɪn.ˈskɹɪp.ʃən/","Ellipse","/ɛ.liːp.zə/","inscrire sillon","/ɛ.ˈskʁiʁ/ /si.ˈjo/","絵 酢 胃 サー 夜","/e/ /su/ /i/ /saː/ /jo/","椅 司 膝 司 末","/i˨˩˦/ /s˥˥/ /ɕi˥˥/ /s˥˥/ /mo˥˩/","registration","inscription","Ellipse","Register Groove","Picture vinegar stomach Sir night","Knee Chair Division Division"
"FR","enseigner","enseigner:enseigner","/a.sɛ.ˈnje/","Irene","/aɪ.ˈɹi.ni/","Antenne","/an.tɛ.nə/","enseigne","/a.ˈsɛnj/","彼 サー にゃ","/a/ /saː/ /nja/","嗄 色 逆","/a˧˥/ /sɤ˥˩/ /ni˥˩/","teach","Irene","Antenna","teaches","He Sir,","Came sputtering along the counter"
"FR","solidaire","solidaire:solidaire","/sɔ.li.ˈdɛʁ/","solitaire","/ˈsɒ.lɪ.ˌtɛəɹ/","solide","/zoː.liː.də/","solide dire","/sɔ.ˈlid/ /diʁ/","酢 水 弾","/su/ /mi/ /daɴ/","酥 梨 舐 獅","/su˥˥/ /li˧˥/ /ʂ˥˩/ /ʂ˥˥/","solidarity","solitaire","solid","solid say","Vinegar water series","PEAR licking 獅"
"FR","virginal","virginal:virginal","/viʁ.ʒi.ˈnal/","vaginal","/ˈvæd.ʒənl/","Wiederwahl","/viː.dɐ.vaːl/","verre signal","/vɛʁ/ /si.ˈnjal/","ジン 乳 七","/d͡ʑiɴ/ /t͡ɕi/ /na/","猩 膝 囡","/ɕiŋ˥˥/ /ɕi˥˥/ /nan˥˥/","virginal","vaginal","Re-election","glass signal","Gin tits 7","Orangutan lap child"
"FR","lac Norman","lac:lac Norman:","/lak/ ","lack","/læk/","Lack","/lak/","laïc","/laik/","矢 木","/ja/ /ki/","狼","/laŋ˧˥/","Lake Norman","lack","Paint","layman","Arrow wood","Wolf"
"FR","père et mère","père:père et:et mère:mère","/pɛʁ/ /e/ /mɛʁ/","premed","/pɹi.ˈmɛd/","Prämie","/pʀeː.miː/","permettre","/pɛʁ.ˈmɛtʁ/","ペン 絵 麺","/peɴ/ /e/ /meɴ/","餅 椅 溟","/piŋ˨˩˦/ /i˨˩˦/ /miŋ˧˥/","father and mother","premed","Premium","allow","Pen painting noodles","餅 Chair wide"
"FR","communication","communication:communication","/kɔ.my.ni.ka.ˈsjo/","communication","/kə.ˌmyu.nɪ.ˈkeɪ.ʃən/","Kommunikation","/kɔ.muː.niː.ka.t͡sjoːn/","commune nation","/kɔ.ˈmyn/ /na.ˈsjo/","戸 水 ニ 蚊 旅","/ko/ /mi/ /ni/ /ka/ /ɾjo/","鼓 拇 蜺 卡 耜 噢","/ku˨˩˦/ /mu˨˩˦/ /ni˧˥/ /ka˨˩˦/ /s˥˩/ /o˥˥/","communication","communication","Communication","common nation","Door water (d) mosquitoes journey","Drum SI hallux cicada card Oh"
"FR","Somalie","Somalie:Somalie","/so.ma.ˈli/","Somalia","/soʊ.ˈmɑ.li.ə/","Familie","/faː.miː.liː/","seau Mali","/so/ /ma.ˈli/","ソ ま 水","/so/ /ma/ /mi/","蒐 媽 曆","/sou˥˥/ /ma˥˥/ /li˥˩/","Somalia","Somalia","Family","bucket Mali","SEO by water","Acquisition of 媽 曆"
"FR","abréger","abréger:abréger","/a.bʁe.ˈʒe/","Aragon","/a.ɹa.ˈɡɔ/","Abnehmer","/a.bneː.mɐ/","agréer","/a.ˈɡʁee/","彼 部 夏","/a/ /be/ /ɡe/","嗄 獅 椅 戲","/a˧˥/ /ʂ˥˥/ /i˨˩˦/ /ɕi˥˩/","shorten","Aragon","Customer","approve","He of the summer","The velvety huskiness 獅 Chair just takes the"
"FR","fouler aux pieds","fouler: aux:aux pieds:"," /o/ ","au","/oʊ/","Ohr","/oːɐ/","eau","/o/","を","/o/","噢","/o˥˥/","to trample","au","Ear","water","To","Oh"
"FR","colonel","colonel:colonel","/kɔ.lo.ˈnɛl/","cojones","/kɔ.ˈhɔ.nɛs/","Kolonie","/koː.loː.niː/","Colomb gel","/kɔ.ˈlo/ /ʒɛl/","戸 夜 年","/ko/ /jo/ /neɴ/","鼓 滷 囡","/ku˨˩˦/ /lu˨˩˦/ /nan˥˥/","Colonel","cojones","Colony","Columbus gel","Door evening 2009","Drum 滷 child"
"FR","embarras","embarras:embarras","/a.ba.ˈʁa/","Aragon","/a.ɹa.ˈɡɔ/","Apparat","/a.paː.ʀaːt/","abats bras","/a.ˈba/ /bʁa/","彼 ば が","/a/ /ba/ /ɡa/","嗄 芭 哈","/a˧˥/ /pa˥˥/ /xa˥˥/","embarrassment","Aragon","Apparatus","offal arm","He should have","The velvety huskiness Baha"
